Region,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,SIRLower95pcConfidenceInterval,SIRUpper95pcConfidenceInterval
West of Scotland,C50,Breast,All,d,2015-2019,0,0,0,0,5,42,109,280,476,850,1537,1318,1390,1505,1135,974,800,536,309,11266,0,0,0,0,.600313603826639,4.77571209278526,13.2255551699787,35.8253259464923,62.5353074871579,95.0138943847906,161.737547418987,149.261844686142,184.35575621007,221.14563725944,200.605528228821,229.086991904339,258.104480693785,309.069102315712,347.945544833178,90.0941966574141,88.4381413383089,91.7734714761929,85.8166955188594,84.2332263911939, ,87.4147054241626, ,47.4734596298905,46.5271033034471, ,48.4292116002903, ,101.433195877241,99.5687141481333,103.323819446177
West of Scotland,C50,Breast,Male, ,2015-2019,0,0,0,0,0,0,0,1,0,3,3,7,3,7,4,11,9,4,5,57,0,0,0,0,0,0,0,.262164429530201,0,.702191304999134,.65876297488576,1.64648933192519,.829043035623979,2.14818156430582,1.5194797301404,5.95760352690129,7.22647781471311,6.48729301480725,19.5963158926122,.942542758782969,.713872681041788,1.22117346909085,1.17674531150758,.879074790124292, ,1.5171543146938, ,.431985149531333,.32004104675562, ,.560459021869715, ,96.2648855719773,72.9100842514373,124.722324976912
West of Scotland,C50,Breast,Female, ,2015-2019,0,0,0,0,5,42,109,279,476,847,1534,1311,1387,1498,1131,963,791,532,304,11209,0,0,0,0,1.21319176194266,9.48901646344356,25.9480562763349,69.7273386149501,121.218912187594,181.226089710124,309.957850581727,286.328939752984,353.723661996256,422.340635484508,373.836100469692,400.369187786869,426.622080793916,475.998747371717,480.313467736839,173.588661000967,170.389797169677,176.832490781801,170.456645726211,167.305751162753, ,173.636527109256, ,94.5149341102496,92.6260423391558, ,96.4226274053537, ,101.46089636161,99.5911913371578,103.356883549426
West of Scotland,D05,Carcinoma in situ of the breast,All,d,2015-2019,0,0,0,0,0,1,8,12,34,56,214,162,162,189,87,39,24,9,2,999,0,0,0,0,0,.113707430780602,.970682948255319,1.53537111199253,4.46680767765414,6.25973892417444,22.5190859776598,18.3462965395714,21.4860665511017,27.7717777023483,15.3768114148964,9.17288776619015,7.74313442081355,5.18959313589815,2.25207472383934,7.98900252625215,7.50121769161623,8.50017994228473,7.55058663073585,7.08849113828187, ,8.02706680740185, ,4.60781242204356,4.31659947248781, ,4.90839670574672, ,87.8890296304855,82.5227857666561,93.5126211760496
West of Scotland,D05,Carcinoma in situ of the breast,Male, ,2015-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,.306883080615116,.3798699325351,0,.802941979412568,0,0,.0496075136201563,.0102302619209848,.144974206072957,.0559456155459006, ,z, ,z,.0208186009662183, ,z, ,z,61.4516331732906,12.6728041169072,179.587749537292
West of Scotland,D05,Carcinoma in situ of the breast,Female, ,2015-2019,0,0,0,0,0,1,8,12,34,56,214,162,162,188,86,39,23,9,2,996,0,0,0,0,0,.225928963415323,1.90444449734568,2.99902531677205,8.65849372768528,11.9818902287685,43.24053456616,35.3816081159294,41.3145156765634,53.0040316896445,28.426087215202,16.2143284773498,12.4049404023515,8.0526103878674,3.15995702458447,15.4245968736696,14.4814216809125,16.4130735501291,15.0452276459258,14.1231723125233, ,15.9960272576071, ,9.1948062431209,8.61290024952465, ,9.79546467583612, ,88.003066418356,82.6219008804715,93.642693782618
West of Scotland,C18-C20,Colorectal cancer,All,d,2015-2019,0,0,3,14,11,17,42,84,116,232,505,667,868,1298,1306,1327,1227,718,277,8712,0,0,.45503013057848,2.03641102920213,1.32068992841861,1.93302632327023,5.09608547834042,10.7475977839477,15.2396967825847,25.933204114437,53.140833732328,75.5369122956426,115.122875100965,190.728928347344,230.828916182238,312.11338630088,395.867747264092,414.014207952763,311.912349251748,69.6698598685773,68.2144833867989,71.1484659491917,75.1956838968599,73.5933608385078, ,76.8150234201397, ,32.0025758164089,31.2686643911668, ,32.7448823341194, ,99.3713561325047,97.2955268578301,101.480318195778
West of Scotland,C18-C20,Colorectal cancer,Male, ,2015-2019,0,0,1,5,4,8,15,36,66,113,236,377,539,765,715,744,638,313,85,4660,0,0,.297193600827387,1.42317556009074,.950656190435448,1.83136347299769,3.71202597428308,9.43791946308725,17.910836598895,26.449205821634,51.8226873576797,88.6752111622568,148.951398733775,234.765556670564,271.607001762596,402.950638546778,512.276982865218,507.630678408667,333.137370174407,77.0570044899761,74.8602895032837,79.3018161418635,88.9604809648353,86.3761862419654, ,91.5823373532499, ,37.2729816082776,36.1402618314778, ,38.4229362341581, ,100.132443091533,97.27790131627,103.049484526917
West of Scotland,C18-C20,Colorectal cancer,Female, ,2015-2019,0,0,2,9,7,9,27,48,50,119,269,290,329,533,591,583,589,405,192,4052,0,0,.6195479777954,2.67732041873291,1.69846846671972,2.03336067073791,6.42750017854167,11.9961012670882,12.7330790113019,25.4615167361331,54.3537560668086,63.337446627281,83.9041707258603,150.272068566918,195.346715630051,242.383423135768,317.674343347177,362.367467454033,303.355874360109,62.7514724217964,60.8340478958353,64.7139576276437,61.4308868288846,59.5472164249746, ,63.3434795832069, ,26.7321700245403,25.8040300141285, ,27.6764798231075, ,98.510248649383,95.5001843508241,101.591051348311
West of Scotland,C18,Colon,All,d,2015-2019,0,0,3,14,9,14,27,46,69,145,309,395,553,902,926,961,918,532,221,6044,0,0,.45503013057848,2.03641102920213,1.08056448688795,1.59190403092842,3.2760549503617,5.88558926263802,9.06499205170987,16.2082525715231,32.5158764817611,44.7332539082142,73.3444123627113,132.5404417329,163.665831841311,226.029362648942,296.174891596118,306.762616477535,248.854256984247,48.3338651338018,47.1229238497603,49.5680528028847,52.131414556631,50.7980210925437, ,53.4818418397405, ,21.5213507994245,20.9254113344432, ,22.1255411275002, ,98.9756528534558,96.4959483269624,101.502960155551
West of Scotland,C18,Colon,Male, ,2015-2019,0,0,1,5,4,6,10,23,44,60,135,208,319,494,488,523,454,218,63,3055,0,0,.297193600827387,1.42317556009074,.950656190435448,1.37352260474827,2.47468398285539,6.02978187919463,11.9405577325966,14.0438260999827,29.6443338698592,48.9242544343486,88.1549094546831,151.600241823868,185.376527077129,283.256967688125,364.535658653306,353.557469306995,246.913580246914,50.5169847031925,48.741349989345,52.3407716200289,59.0033992367759,56.888965277815, ,61.1558752144178, ,23.8979866157902,22.9988691913657, ,24.8141030463666, ,100.375896539107,96.8477578868182,103.999712329961
West of Scotland,C18,Colon,Female, ,2015-2019,0,0,2,9,5,8,17,23,25,85,174,187,234,408,438,438,464,314,158,2989,0,0,.6195479777954,2.67732041873291,1.21319176194266,1.80743170732258,4.04694455685957,5.74813185714643,6.36653950565094,18.1867976686665,35.1581916565974,40.8417328251777,59.676522643925,115.03002622008,144.77472325882,182.099381361006,250.25618898657,280.946629087818,249.636604942173,46.2892771640547,44.6445384424719,47.9791155512462,45.259429876486,43.6456670102643, ,46.9020783265662, ,19.1447149830588,18.3674847061654, ,19.9378257057126, ,97.5842931986414,94.1169531260526,101.146709696302
West of Scotland,C19-C20,Rectum and rectosigmoid junction,All,d,2015-2019,0,0,0,0,2,3,15,38,47,87,196,272,315,396,380,366,309,186,56,2668,0,0,0,0,.240125441530656,.341122292341805,1.82003052797872,4.86200852130967,6.17470473087484,9.72495154291386,20.6249572505669,30.8036583874285,41.7784627382533,58.188486614444,67.1630843409269,86.0840236519383,99.6928556679744,107.251591475228,63.0580922675014,21.3359947347755,20.5340000555188,22.1612864826304,23.064269340229,22.1816910479198, ,23.9638243971685, ,10.4812250169844,10.0557876648607, ,10.9153533462592, ,100.279578945075,96.5101887782801,104.158465775078
West of Scotland,C19-C20,Rectum and rectosigmoid junction,Male, ,2015-2019,0,0,0,0,0,2,5,13,22,53,101,169,220,271,227,221,184,95,22,1605,0,0,0,0,0,.457840868249423,1.23734199142769,3.40813758389262,5.97027886629832,12.4053797216514,22.1783534878206,39.7509567279082,60.7964892790918,83.1653148466966,86.2304746854677,119.693670858653,147.741324211912,154.073209101672,86.2237899274936,26.5400197867836,25.2573421308146,27.8709602606233,29.9570817280594,28.4840422572952, ,31.4667350165491, ,13.3749949924874,12.6918506826967, ,14.075794685275, ,99.6722955245952,94.8551391164374,104.670705220592
West of Scotland,C19-C20,Rectum and rectosigmoid junction,Female, ,2015-2019,0,0,0,0,2,1,10,25,25,34,95,103,95,125,153,145,125,91,34,1063,0,0,0,0,.485276704777064,.225928963415323,2.3805556216821,6.24796940994177,6.36653950565094,7.2747190674666,19.1955644102112,22.4957138021032,24.2276480819354,35.2420423468381,50.5719923712315,60.2840417747622,67.4181543606062,81.4208383662148,53.7192694179359,16.4621952577418,15.4873223610504,17.4823543772806,16.1714569523985,15.2104214957052, ,17.1615156856757, ,7.58745504148153,7.08602919509191, ,8.10577936326093, ,101.210654597512,95.2170721816363,107.482659677368
West of Scotland,C53,Cervix uteri,Female, ,2015-2019,0,0,0,0,12,70,119,110,101,93,73,67,65,49,37,29,14,11,5,855,0,0,0,0,2.91166022866238,15.8150274390726,28.328611898017,27.4910654037438,25.7208196028298,19.8984962727763,14.7502758099518,14.6331342207856,16.5768118455347,13.8148805999605,12.2298282204939,12.0568083549524,7.5508332883879,9.84207936294905,7.89989256146116,13.2409943042043,12.3682169554697,14.1591109069816,13.3299525912586,12.4477670138247, ,14.241912084974, ,10.433450870378,9.71164591912609, ,11.1807618145511, ,107.952988757447,100.837290256936,115.438335327392
West of Scotland,D06,Carcinoma in situ of the cervix uteri,Female, ,2015-2019,0,0,0,1,388,1525,1284,729,432,308,166,122,72,11,1,2,1,0,0,5042,0,0,0,.297480046525879,94.1436807267504,344.541669208368,305.663341823982,182.190787993902,110.013802657648,65.9003962582268,33.5417230746849,26.645408581132,18.3620069673615,3.10129972652175,.330535897851186,.831504024479478,.53934523488485,0,0,78.0831500371909,75.9425739829062,80.2687621916709,76.688383363655,74.5757495178066, ,78.830114019395, ,78.5357451748682,76.3533289367231, ,80.7484856406376, ,95.2078439393449,92.5978105221535,97.8727904843619
West of Scotland,C54,Corpus uteri,Female, ,2015-2019,0,0,0,0,0,2,4,15,21,59,132,289,267,309,266,230,140,80,35,1849,0,0,0,0,0,.451857926830646,.95222224867284,3.74878164596506,5.34789318474679,12.6237772053097,26.6717316015567,63.119041638911,68.0924425039657,87.1183286813837,87.9225488284155,95.62296281514,75.508332883879,71.5787590032658,55.2992479302281,28.6346180917822,27.3441657073602,29.9702450398067,28.1916792511219,26.9178105920279, ,29.4945849832108, ,14.0127916096116,13.3352702507009, ,14.7068652818324, ,100.081807863599,95.5715047339788,104.750002115786
West of Scotland,C56,Ovary,Female, ,2015-2019,1,1,4,4,9,16,24,23,51,87,104,146,171,164,164,176,111,82,32,1370,.311997878414427,.294447601577061,1.2390959555908,1.18992018610352,2.18374517149679,3.61486341464517,5.71333349203704,5.74813185714643,12.9877405915279,18.6147223196939,21.0140915648628,31.8871283020104,43.6097665474836,46.2375595590516,54.2078872475945,73.1723541541941,59.8673210722183,73.3682279783474,50.5593123933514,21.2165639728186,20.1078296998849,22.3705294772033,20.942604842467,19.8447144448615, ,22.0696378871457, ,11.2317536221471,10.5729112383907, ,11.9102280021544, ,99.6995706795162,94.4894748717891,105.122214304257
West of Scotland,C53-C55,Uterus,Female, ,2015-2019,0,0,0,0,12,72,123,128,124,162,219,365,347,373,321,266,167,98,49,2826,0,0,0,0,2.91166022866238,16.2668853659033,29.2808341466898,31.9896033789019,31.5780359480287,34.6618967332232,44.2508274298554,79.717820755026,88.4946724677007,105.162254362965,106.102023210231,110.590035255771,90.0706542257699,87.6839797790006,77.4189471023194,43.7649706475806,42.1661153590198,45.408933453127,43.372773180706,41.7832266923358, ,44.9915786616157, ,25.378971923701,24.3676860488524, ,26.4105307717192, ,103.133302499654,99.3655580298555,107.00734401765
West of Scotland,C52,Vagina,Female, ,2015-2019,0,0,0,0,0,0,0,2,0,3,2,6,8,7,3,13,5,2,1,52,0,0,0,0,0,0,0,.499837552795342,0,.641886976541171,.404117145478131,1.31042993021961,2.0402229963735,1.97355437142293,.991607693553558,5.40477615911661,2.69672617442425,1.78946897508164,1.57997851229223,.805300238384357,.601436736162445,1.05604412272331,.800177138064067,.597070333762161, ,1.03256109512835, ,.377874261218607,.272960517309834, ,.499584114791594, ,96.4979230782527,72.0692645255851,126.54418770103
West of Scotland,C51,Vulva,Female, ,2015-2019,0,0,0,0,0,4,5,8,7,16,29,30,40,29,32,30,35,26,16,307,0,0,0,0,0,.903715853661292,1.19027781084105,1.99935021118137,1.78263106158226,3.42339720821958,5.8596986094329,6.55214965109803,10.2011149818675,8.17615382446644,10.577148731238,12.4725603671922,18.8770832209697,23.2630966760614,25.2796561966757,4.75436871507688,4.23735660124102,5.3170624669042,4.63522143571406,4.12951227520745, ,5.16971864647732, ,2.33505169774049,2.05091368585483, ,2.63735486356516, ,103.574929037915,92.3117106778253,115.833331553222
West of Scotland,"C00-C14, C30-C32",Head and neck,All,d,2015-2019,2,1,1,1,7,8,15,32,83,155,328,450,538,533,464,321,217,99,49,3304,.303011020510816,.144293064986711,.151676710192827,.145457930657295,.840439045357295,.909659446244812,1.82003052797872,4.09432296531341,10.9042658013322,17.3260630936971,34.5152345825814,50.9619348321427,71.3549617561278,78.3193519330774,82.0096608794476,75.4999223832574,70.0108403881891,57.0855244948796,55.1758307340638,26.4220864331703,25.5287460012295,27.3387086321092,28.0724753119672,27.1108803236166, ,29.0505939253521, ,14.6386757427903,14.1132939812291, ,15.1735245912449, ,113.363483603503,109.530622649664,117.29623455725
West of Scotland,"C00-C14, C30-C32",Head and neck,Male, ,2015-2019,0,0,1,0,2,6,10,12,53,109,243,342,383,384,333,223,132,50,18,2301,0,0,.297193600827387,0,.475328095217724,1.37352260474827,2.47468398285539,3.14597315436242,14.3829445415369,25.5129507483019,53.3598009657465,80.4427645026309,105.841160881328,117.843102956205,126.496687534188,120.776871499908,105.988341282459,81.0911626850906,70.5467372134039,38.0489629466598,36.5100337888129,39.6360886952576,40.824320596945,39.1509717897285, ,42.5321955173128, ,21.217957498726,20.3224980556046, ,22.1324520173598, ,113.736305138889,109.136124142382,118.480555821604
West of Scotland,"C00-C14, C30-C32",Head and neck,Female, ,2015-2019,2,1,0,1,5,2,5,20,30,46,85,108,155,149,131,98,85,49,31,1003,.623995756828854,.294447601577061,0,.297480046525879,1.21319176194266,.451857926830646,1.19027781084105,4.99837552795342,7.63984740678113,9.84226697363128,17.1749786828206,23.5877387439529,39.5293205547366,42.008514477431,43.3002026185054,40.7436971994944,45.8443449652122,43.8419898895003,48.9793338810592,15.5330026749906,14.5864668806425,16.5248382876275,15.3206300269895,14.3843180464754, ,16.2860466349578, ,8.05939398685447,7.51642352365421, ,8.62103130342537, ,112.517353649267,105.660874902512,119.701973437474
West of Scotland,C32,Larynx,All,d,2015-2019,0,0,0,0,2,1,2,6,16,28,57,112,139,149,129,93,48,23,9,814,0,0,0,0,.240125441530656,.113707430780602,.24267073706383,.767685555996264,2.10202714242548,3.12986946208722,5.99807430246079,12.683859336,18.435575621007,21.8941527917984,22.8000996841568,21.8738092886073,15.4862688416271,13.2622935695175,10.134336257277,6.50955761398323,6.06999437414043,6.97253990774258,7.08483758234797,6.59998702995178, ,7.58662928882744, ,3.54636444824335,3.29522308489424, ,3.80659778700401, ,127.686905578331,119.064742102744,136.768440750659
West of Scotland,C32,Larynx,Male, ,2015-2019,0,0,0,0,1,1,1,3,9,20,42,94,103,116,102,73,39,18,5,627,0,0,0,0,.237664047608862,.228920434124711,.247468398285539,.786493288590604,2.44238680894022,4.68127536666089,9.22268164840063,22.1099996001383,28.4638108897566,35.5984373513535,38.7467331185802,39.5368234057995,31.3147371970901,29.1928185666326,19.5963158926122,10.3679703466127,9.57220752298254,11.2122363427159,11.2818052539067,10.4041855694096, ,12.1944541236818, ,5.53762046316896,5.09469571670961, ,5.99874389222791, ,124.459920980762,114.907368761051,134.594718404839
West of Scotland,C32,Larynx,Female, ,2015-2019,0,0,0,0,1,0,1,3,7,8,15,18,36,33,27,20,9,5,4,187,0,0,0,0,.242638352388532,0,.23805556216821,.749756329193012,1.78263106158226,1.71169860410979,3.03087859108598,3.93128979065882,9.18100348368077,9.30389917956525,8.92446924198203,8.31504024479479,4.85410711396365,4.47367243770411,6.31991404916893,2.89598354957451,2.49576861625693,3.34211885979118,2.88786991078921,2.48781107973933, ,3.31731881591539, ,1.55510843331774,1.32517931250851, ,1.80316096292145, ,139.844225455583,120.518236061141,161.387665132512
West of Scotland,C00-C14,"Lip, oral cavity and pharynx",All,d,2015-2019,1,1,1,0,5,6,12,21,64,120,258,326,390,373,321,212,160,69,38,2378,.151505510255408,.144293064986711,.151676710192827,0,.600313603826639,.682244584683609,1.45602442238298,2.68689944598692,8.40810856970191,13.4137262660881,27.1491784216646,36.9190905672856,51.7257157711707,54.8088522908778,56.735131772204,49.862877088008,51.620896138757,39.7868807085525,42.7894197529474,19.0168648722999,18.2601369052343,19.7968988418007,20.0500927689922,19.2419568751993, ,20.8746191781268, ,10.5913917337474,10.1440435922994, ,11.0482571449239, ,109.544029992432,105.18500279857,114.037308202269
West of Scotland,C00-C14,"Lip, oral cavity and pharynx",Male, ,2015-2019,0,0,1,0,1,4,8,8,42,84,191,242,273,260,223,140,90,30,13,1610,0,0,.297193600827387,0,.237664047608862,.915681736498845,1.97974718628431,2.09731543624161,11.3978051083877,19.6613565399758,41.9412427343934,56.921488332271,75.4429162417821,79.7896009599303,84.7109949553273,75.8240448878346,72.2647781471311,48.6546976110543,50.9504213207917,26.6226989761505,25.3380003394557,27.9556598066869,28.4004257927628,27.0115959733413, ,29.82358206653, ,15.0729323006974,14.3146080759704, ,15.8505533482049, ,110.117627042145,104.803816993666,115.631060662466
West of Scotland,C00-C14,"Lip, oral cavity and pharynx",Female, ,2015-2019,1,1,0,0,4,2,4,13,22,36,67,84,117,113,98,72,70,39,25,768,.311997878414427,.294447601577061,0,0,.970553409554128,.451857926830646,.95222224867284,3.24894409316972,5.60255476497283,7.70264371849405,13.5379243735174,18.3460190230745,29.8382613219625,31.8588062815416,32.3925179894162,29.9341448812612,37.7541664419395,34.8946450140921,39.4994628073058,11.8936650592151,11.0672590245415,12.7654386608534,11.6997597452216,10.8844585441793, ,12.5440878441527, ,6.10985116679745,5.6418070582406, ,6.59628058587424, ,108.360752151329,100.831535626919,116.30330330851
West of Scotland,C03-C06,Mouth (IARC definition),All,d,2015-2019,0,0,0,0,0,1,0,3,12,21,56,70,96,100,103,71,55,22,12,622,0,0,0,0,0,.113707430780602,0,.383842777998132,1.57652035681911,2.34740209656542,5.89284492873341,7.92741208499998,12.7324838821343,14.6940622763747,18.204730755567,16.6993597794744,17.7446830476977,12.6856721099732,13.512448343036,4.97413370503387,4.5908581171997,5.38086745463538,5.24960657194639,4.83935491569128, ,5.67631142045816, ,2.55513590204258,2.34551796168054, ,2.77359723679383, ,114.735996117538,105.895158905385,124.117931683106
West of Scotland,C03-C06,Mouth (IARC definition),Male, ,2015-2019,0,0,0,0,0,0,0,3,7,13,38,47,58,66,69,41,23,7,4,376,0,0,0,0,0,0,0,.786493288590604,1.89963418473128,3.04282898832958,8.34433101521962,11.0549998000692,16.0281653553969,20.2542833205977,26.2110253449219,22.205613145723,18.4676655264891,11.3527627759127,15.6770527140898,6.21747504039292,5.60483421022997,6.87880499514525,6.76691001435899,6.09049176663619, ,7.4784336450121, ,3.35361621667657,3.00953293724907, ,3.71605515237428, ,119.134448621658,107.395498801931,131.806341794458
West of Scotland,C03-C06,Mouth (IARC definition),Female, ,2015-2019,0,0,0,0,0,1,0,0,5,8,18,23,38,34,34,30,32,15,8,246,0,0,0,0,0,.225928963415323,0,0,1.27330790113019,1.71169860410979,3.63705430930318,5.02331473250849,9.69105923277414,9.58583551833996,11.2382205269403,12.4725603671922,17.2590475163152,13.4210173131123,12.6398280983379,3.80968958927984,3.34845382723204,4.31670655692813,3.73230312953379,3.27908746003729, ,4.214428463661, ,1.75665558740859,1.52318922479007, ,2.00652544601216, ,108.60721698584,95.4582369137329,123.061334711292
West of Scotland,C01-C06,Oral cavity,All,d,2015-2019,0,0,0,0,1,2,3,11,27,53,127,161,208,213,179,118,95,41,18,1257,0,0,0,0,.120062720765328,.227414861561203,.364006105595745,1.40742351932648,3.54717080284299,5.92439576752224,13.3641304633775,18.2330477954999,27.5870484112911,31.2983526486782,31.6373476237524,27.7538655489856,30.6499070823869,23.6414798413138,20.268672514554,10.0522284039029,9.50413805824766,10.6236846607685,10.540087945484,9.95866223555659, ,11.13777667411, ,5.41982427639592,5.10677631923049, ,5.74205309074242, ,111.355885543455,105.28428794878,117.686324424839
West of Scotland,C01-C06,Oral cavity,Male, ,2015-2019,0,0,0,0,0,1,2,5,18,35,91,120,138,139,117,72,46,15,5,804,0,0,0,0,0,.228920434124711,.494936796571078,1.31082214765101,4.88477361788044,8.19223189165656,19.982476904868,28.2255314044319,38.135979638703,42.6567482055012,44.4447821066067,38.9952230851721,36.9353310529781,24.3273488055272,19.5963158926122,13.2948136502019,12.3916023866338,14.2464532705782,14.187071604152,13.2117332570117, ,15.1966510991971, ,7.42280386586867,6.89848376193935, ,7.9660556220809, ,113.912925814094,106.174010446918,122.066786133605
West of Scotland,C01-C06,Oral cavity,Female, ,2015-2019,0,0,0,0,1,1,1,6,9,18,36,41,70,74,62,46,49,26,13,453,0,0,0,0,.242638352388532,.225928963415323,.23805556216821,1.49951265838602,2.29195422203434,3.85132185924702,7.27410861860636,8.95460452316731,17.8519512182682,20.8632890693281,20.4932256667735,19.124592563028,26.4279165093576,23.2630966760614,20.539720659799,7.01540399977142,6.38416636469695,7.69217257306281,6.89310428681599,6.27108036531417, ,7.54411931390919, ,3.41684468692317,3.08103542093126, ,3.76977401635362, ,107.089413087836,97.4536361801509,117.420215036295
West of Scotland,C07-C08,Salivary glands,All,d,2015-2019,0,0,0,0,3,2,5,3,9,9,11,13,12,19,12,11,12,7,6,134,0,0,0,0,.360188162295983,.227414861561203,.606676842659574,.383842777998132,1.18239026761433,1.00602946995661,1.1575231110012,1.47223367292857,1.59156048526679,2.7918718325112,2.12093950550295,2.58722475456645,3.87156721040677,4.03635021680967,6.75622417151801,1.07159793645424,.897849150362686,1.26916055241001,1.12402777046687,.939021170079541, ,1.32542301226499, ,.61761239204494,.507925609828001, ,.737862653130313, ,104.782966392604,87.7934663250429,124.101029860163
West of Scotland,C07-C08,Salivary glands,Male, ,2015-2019,0,0,0,0,1,1,3,2,4,3,6,7,7,10,7,6,9,2,1,69,0,0,0,0,.237664047608862,.228920434124711,.742405194856617,.524328859060403,1.08550524841788,.702191304999134,1.31752594977152,1.64648933192519,1.93443374978928,3.06883080615116,2.6590895277457,3.24960192376434,7.22647781471311,3.24364650740362,3.91926317852244,1.14097281326359,.887744952507336,1.44397411901678,1.25364135592989,.970722982185954, ,1.57218994554769, ,.660787904166126,.503277675371976, ,.839414716358308, ,108.379126135898,84.3254292002767,137.160720538341
West of Scotland,C07-C08,Salivary glands,Female, ,2015-2019,0,0,0,0,2,1,2,1,5,6,5,6,5,9,5,5,3,5,5,65,0,0,0,0,.485276704777064,.225928963415323,.47611112433642,.249918776397671,1.27330790113019,1.28377395308234,1.01029286369533,1.31042993021961,1.27513937273344,2.53742704897234,1.65267948925593,2.0787600611987,1.61803570465455,4.47367243770411,7.89989256146116,1.00662529798045,.776892153251022,1.28302657561826,.994414185003838,.766765283399965, ,1.25120356073447, ,.574436879923755,.428336820758407, ,.741646005242149, ,101.217751201243,78.1177234823353,129.010332818036
West of Scotland,C73,Thyroid,All,d,2015-2019,0,0,1,12,20,37,58,56,54,79,68,78,63,62,54,34,17,18,4,715,0,0,.151676710192827,1.74549516788754,2.40125441530656,4.20717493888226,7.03745137485106,7.16506518929846,7.09434160568598,8.83070312517466,7.15559741346199,8.8334020375714,8.35569254765066,9.11031861135234,9.54422777476329,7.99687651411449,5.48472021474293,10.3791862717963,4.50414944767867,5.71785466093122,5.30636954148926,6.15277703760826,5.6790287960743,5.26775414902072, ,6.10554239706775, ,4.11121279655252,3.79344390660582, ,4.44158068543794, ,100.706892993157,93.4595265682875,108.367052938743
West of Scotland,C73,Thyroid,Male, ,2015-2019,0,0,0,3,1,14,11,18,12,13,13,23,27,19,25,10,3,5,0,197,0,0,0,.853905336054445,.237664047608862,3.20488607774596,2.72215238114093,4.71895973154362,3.25651574525363,3.04282898832958,2.85463955783829,5.40989351918278,7.46138732061581,5.83077853168721,9.4967483133775,5.4160032062739,2.4088259382377,8.10911626850906,0,3.25756006105693,2.81852762054554,3.74559444530971,3.39491786101604,2.9337469587836, ,3.8892610220298, ,2.29400687213795,1.96649752298492, ,2.64637148177122, ,99.292778706711,85.9107534658253,114.168418513381
West of Scotland,C73,Thyroid,Female, ,2015-2019,0,0,1,9,19,23,47,38,42,66,55,55,36,43,29,24,14,13,4,518,0,0,.3097739888977,2.67732041873291,4.61012869538211,5.19636615855243,11.1886114219059,9.49691350311149,10.6957863694936,14.1215134839058,11.1132215006486,12.0122743603464,9.18100348368077,12.1232625673123,9.5855410376844,9.97804829375374,7.5508332883879,11.6315483380307,6.31991404916893,8.02202929775187,7.34598828930244,8.74355563772879,7.96313973113255,7.28972932577444, ,8.66587445726372, ,5.92841872096709,5.38935108835051, ,6.49281297064941, ,101.255322957186,92.7222263924508,110.36254257267
West of Scotland,C01-C02,Tongue,All,d,2015-2019,0,0,0,0,1,1,3,8,15,32,71,91,112,113,76,47,40,19,6,635,0,0,0,0,.120062720765328,.113707430780602,.364006105595745,1.02358074132835,1.97065044602388,3.57699367095682,7.47128553464414,10.3056357105,14.8545645291567,16.6042903723035,13.4326168681854,11.0545057695112,12.9052240346892,10.9558077313405,6.75622417151801,5.07809469886898,4.69075467462022,5.48888969004421,5.29048137353763,4.88330195842139, ,5.71373320270356, ,2.86468837435334,2.63476842910653, ,3.10408906195998, ,108.232640003637,99.9770173952493,116.988173137957
